commune,code_departement,dmaj,insee,region,departement,commune_1,appellation_courante,adresse_1,siecle,date_de_protection,precision_sur_la_protection,auteur,statut,description,historique,affectataire,adresse,ancienne_region,reference,contact,longitude,latitude,coordonnees,x_commune_code,x_commune_name,x_epci_code,x_epci_name,x_arrondissement_code,x_arrondissement_name,x_departement_code,x_departement_name,x_region_code,x_region_name
Saint-André-d'Apchon,42,2021-02-02,42199,Auvergne-Rhône-Alpes,Loire,Saint-André-d'Apchon,Château,,2e quart 16e siècle,1963/07/03 : inscrit MH partiellement,Façades et toitures ; galerie située en contrebas de la cour (cad. B 376 ; AB 384) : inscription par arrêté du 3 juillet 1963,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117575,mediatheque.patrimoine@culture.gouv.fr,3.93132989278261,46.0326616505479,"46.0326616505479,3.93132989278261",42199,Saint-André-d'Apchon,200035731,CA du Roannais,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-des-Quarts,42,2021-02-02,42203,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-des-Quarts,Eglise,,12e siècle,1991/11/19 : inscrit MH partiellement,"Ancien choeur roman, y compris son décor peint (cad. A 496) : inscription par arrêté du 19 novembre 1991",,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117699,mediatheque.patrimoine@culture.gouv.fr,3.84381521804773,46.1319101054832,"46.1319101054832,3.84381521804773",42203,Saint-Bonnet-des-Quarts,200035731,CA du Roannais,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Château,42,2021-11-08,42204,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Château,Maisons du 16e siècle,place des Fours-Banaux,16e siècle,1945/12/04 : inscrit MH partiellement,Tourelles et toitures (cad. AE 225) : inscription par arrêté du 4 décembre 1945,,propriété privée,,,,Fours-Banaux (place des),Anciennement région de : Rhône-Alpes,PA00117584,mediatheque.patrimoine@culture.gouv.fr,4.06685786413346,45.422943558163,"45.422943558163,4.06685786413346",42204,Saint-Bonnet-le-Château,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Château,42,2021-11-08,42204,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Château,Maison,rue de la Châtelaine,16e siècle,1929/10/03 : inscrit MH,Maison du 16e siècle : inscription par arrêté du 3 octobre 1929,,propriété privée,,,,Châtelaine (rue de la),Anciennement région de : Rhône-Alpes,PA00117580,mediatheque.patrimoine@culture.gouv.fr,4.06720149129026,45.4226595517687,"45.4226595517687,4.06720149129026",42204,Saint-Bonnet-le-Château,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Château,42,2021-11-08,42204,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Château,Maison,rue de la Châtelaine,16e siècle,1929/06/24 : inscrit MH,Maison du 16e siècle : inscription par arrêté du 24 juin 1929,,propriété privée,,,,Châtelaine (rue de la),Anciennement région de : Rhône-Alpes,PA00117581,mediatheque.patrimoine@culture.gouv.fr,4.0668021397482,45.4224857216074,"45.4224857216074,4.0668021397482",42204,Saint-Bonnet-le-Château,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Château,42,2021-11-08,42204,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Château,Couvent des Ursulines (ancien),place de l'Hospice,17e siècle,1945/10/16 : inscrit MH partiellement,Chapelle : inscription par arrêté du 16 octobre 1945,,propriété de la commune,,,,Hospice (place de l'),Anciennement région de : Rhône-Alpes,PA00117577,mediatheque.patrimoine@culture.gouv.fr,,,,42204,Saint-Bonnet-le-Château,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Château,42,2021-11-08,42204,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Château,Tourelle d'escalier,place du Suchet,16e siècle,1934/08/03 : inscrit MH,Tourelle d'escalier du 16e siècle réédifiée contre la porte Beaume : inscription par arrêté du 3 août 1934,,propriété privée,,,,Suchet (place du),Anciennement région de : Rhône-Alpes,PA00117585,mediatheque.patrimoine@culture.gouv.fr,4.0661443963288,45.4221276337628,"45.4221276337628,4.0661443963288",42204,Saint-Bonnet-le-Château,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Château,42,2021-11-08,42204,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Château,Eglise Saint-Bonnet,,Moyen Age,1922/10/12 : classé MH,Eglise : classement par arrêté du 12 octobre 1922,,propriété de la commune,,Ancienne collégiale. Peintures murales du 15e siècle.,,,Anciennement région de : Rhône-Alpes,PA00117578,mediatheque.patrimoine@culture.gouv.fr,4.06764276636166,45.423627547243,"45.423627547243,4.06764276636166",42204,Saint-Bonnet-le-Château,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Château,42,2021-11-08,42204,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Château,Maison,rue du Chevalier,16e siècle,1929/10/03 : inscrit MH,Maison du 16e siècle : inscription par arrêté du 3 octobre 1929,,propriété privée,,,,Chevalier (rue du),Anciennement région de : Rhône-Alpes,PA00117582,mediatheque.patrimoine@culture.gouv.fr,4.06490641718009,45.4226235906386,"45.4226235906386,4.06490641718009",42204,Saint-Bonnet-le-Château,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Château,42,2021-11-08,42204,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Château,Fontaine,place du Marché,17e siècle,1938/06/28 : inscrit MH,Fontaine du 17e siècle : inscription par arrêté du 28 juin 1938,,propriété de la commune,,,,Marché (place du),Anciennement région de : Rhône-Alpes,PA00117579,mediatheque.patrimoine@culture.gouv.fr,4.06632469270675,45.4226853450189,"45.4226853450189,4.06632469270675",42204,Saint-Bonnet-le-Château,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Château,42,2021-11-08,42204,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Château,Maison du 16e siècle,rue Dessous-les-Remparts,1ère moitié 16e siècle,1929/10/03 : inscrit MH ; 1946/10/14 : classé MH,"La maison, à l'exception de la partie classée : inscription par arrêté du 3 octobre 1929 - La façade : classement par arrêté du 14 octobre 1946",,propriété privée,,Maison adossée au rempart de la ville et construite au début du 16e siècle.,,Dessous-les-Remparts (rue),Anciennement région de : Rhône-Alpes,PA00117583,mediatheque.patrimoine@culture.gouv.fr,,,,42204,Saint-Bonnet-le-Château,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Courreau,42,2020-11-17,42205,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Courreau,Eglise,,1ère moitié 16e siècle,1926/01/07 : inscrit MH partiellement,Clocher : inscription par arrêté du 7 janvier 1926,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117587,mediatheque.patrimoine@culture.gouv.fr,,,,42205,Saint-Bonnet-le-Courreau,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Courreau,42,2020-11-17,42205,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-le-Courreau,Croix située au Nord de l'église,Grand-Place,15e siècle;16e siècle,1926/01/07 : inscrit MH partiellement,Socle : inscription par arrêté du 7 janvier 1926,,propriété de la commune,,,,Grand-Place,Anciennement région de : Rhône-Alpes,PA00117586,mediatheque.patrimoine@culture.gouv.fr,,,,42205,Saint-Bonnet-le-Courreau,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Bonnet-les-Oules,42,2021-02-02,42206,Auvergne-Rhône-Alpes,Loire,Saint-Bonnet-les-Oules,Château,,17e siècle;4e quart 19e siècle,1984/07/11 : inscrit MH partiellement,Façades et toitures ; grand escalier avec sa rampe en fer forgé et salle du donjon au rez-de-chaussée avec ses peintures murales (cad. A 177) : inscription par arrêté du 11 juillet 1984,BOURBON (maître de l'oeuvre),propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117588,mediatheque.patrimoine@culture.gouv.fr,4.32935617646125,45.5429263892485,"45.5429263892485,4.32935617646125",42206,Saint-Bonnet-les-Oules,244200770,CU Saint-Etienne Métropole,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Chamond,42,2021-02-02,42207,Auvergne-Rhône-Alpes,Loire,Saint-Chamond,Hôtel-Dieu (ancien),"2, 4 rue de l'Hôpital",2e moitié 17e siècle;19e siècle,1975/05/13 : inscrit MH partiellement,Façades y compris les galeries et toitures (cad. A 810) : inscription par arrêté du 13 mai 1975,,propriété de la commune,,,,"Hôpital (rue de l') 2, 4",Anciennement région de : Rhône-Alpes,PA00117591,mediatheque.patrimoine@culture.gouv.fr,4.51659927990101,45.4786396480336,"45.4786396480336,4.51659927990101",42207,Saint-Chamond,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Chamond,42,2020-11-17,42207,Auvergne-Rhône-Alpes,Loire,Saint-Chamond,Eglise Saint-Pierre,place Saint-Pierre ; quai de la Rive,17e siècle;18e siècle,1979/03/02 : inscrit MH partiellement ; 1983/03/08 : classé MH,Eglise sauf partie classée (cad. A 758) : inscription par arrêté du 2 mars 1979 ; Intérieur avec son décor (cad. A 758) : classement par arrêté du 8 mars 1983,,propriété de la commune,,,,Saint-Pierre (place) ; Rive (quai de la),Anciennement région de : Rhône-Alpes,PA00117590,mediatheque.patrimoine@culture.gouv.fr,,,,42207,Saint-Chamond,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Chamond,42,2021-02-02,42207,Auvergne-Rhône-Alpes,Loire,Saint-Chamond,Ancienne usine Gillet,27 rue François-Gillet,4e quart 19e siècle,1995/03/21 : inscrit MH,"Les façades et toitures des bâtiments de l'ancienne usine (cad. AI 140, 141) : inscription par arrêté du 21 mars 1995",André Gaspard (architecte),propriété de la commune,,"Le site dIzieux est voué depuis le milieu du 19e siècle à lactivité textile, grâce à la présence du Gier dont la qualité des eaux facilite le travail de la soie et de la teinturerie. Ce sont surtout les Gillet, présents dès 1861, qui ont assuré à l'usine une expansion considérable. La teinturerie créée en 1877 et agrandie à partir des années 1880 est la plus ancienne. La crise pétrolière dans les années 1970 mettra fin à toute activité. En 1977, lusine est achetée par la ville de Saint-Chamond qui y installe un imprimeur, puis en 1984 le Centre dactivités artisanales et industrielles ou ""pépinière dentreprises"". Malgré les démolitions opérées dans les années 1970, elle a conservé lessentiel de sa composition : les ateliers de 1877, espace couvert de sheds, ouverts au nord et portés par des piliers en fonte, bâtiment de la direction, cheminée, la villa, uvre de larchitecte Gaspard André. Lensemble des façades a reçu un décor de parement de briques somptueux, dû à Gaspard André.",,François-Gillet (rue) 27,Anciennement région de : Rhône-Alpes,PA00135653,mediatheque.patrimoine@culture.gouv.fr,4.50455449297883,45.4528119246875,"45.4528119246875,4.50455449297883",42207,Saint-Chamond,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Chamond,42,2021-02-02,42207,Auvergne-Rhône-Alpes,Loire,Saint-Chamond,Hôtel Dugas de la Boissony,14 rue de la République,18e siècle,2016/10/31 : inscrit MH,"L'hôtel particulier en totalité, y compris les communs, la clôture ainsi que la parcelle sur laquelle il se trouve (cad. BO 38) : inscription par arrêté du 31 octobre 2016",,propriété privée,,"Au début du 18e siècle, les parcelles de l'hôtel étaient occupées par des artisans et, pour l'une d'entre elles, par les Dugas dont la fortune a été faite dans la rubanerie. Après être devenus un temps propriété des hospices de la ville, ces biens sont vendus et Claude Dugas en fait l'acquisition pour y bâtir sa demeure. L'entrée principale se fait par un grand portail en bois aux armes de Claude Dugas, et ouvre sur une vaste cour entourée, à l'est, par le bâtiment de la conciergerie, la façade principale de l'hôtel et, à l'ouest, la grille d'entrée du jardin. Dans le jardin se trouve l'orangerie. A l'arrière de l'hôtel, une seconde entrée cochère donne sur une cour distribuant le hangar à calèches, les écuries, les caves, le lavoir et une entrée secondaire du logis. A l'intérieur, la demeure conserve sa distribution d'origine et de nombreux décors.",,République (rue de la) 14,Anciennement région de : Rhône-Alpes,PA42000047,mediatheque.patrimoine@culture.gouv.fr,4.51430750051408,45.4775943551314,"45.4775943551314,4.51430750051408",42207,Saint-Chamond,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Chamond,42,2020-11-17,42207,Auvergne-Rhône-Alpes,Loire,Saint-Chamond,Chapelle des Minimes (ancienne),,2e quart 17e siècle,1965/09/09 : inscrit MH partiellement,Façade du 18e siècle (cad. Aa 598) : inscription par arrêté du 9 septembre 1965,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117589,mediatheque.patrimoine@culture.gouv.fr,,,,42207,Saint-Chamond,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Chamond,42,2021-02-02,42207,Auvergne-Rhône-Alpes,Loire,Saint-Chamond,maison des Chanoines,52 boulevard Waldeck-Rousseau,17e siècle,1983/03/08 : classé MH,Maison dite Maison des Chanoines : classement par arrêté du 8 mars 1983,,propriété de la commune,,,,Waldeck-Rousseau (boulevard) 52,Anciennement région de : Rhône-Alpes,PA00117592,mediatheque.patrimoine@culture.gouv.fr,4.50778796419894,45.4775446787634,"45.4775446787634,4.50778796419894",42207,Saint-Chamond,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Sainte-Croix-en-Jarez,42,2020-11-17,42210,Auvergne-Rhône-Alpes,Loire,Sainte-Croix-en-Jarez,Ancienne chartreuse,,17e siècle,1902/03/10:classé MH;1988/09/02:inscrit MH;1995/05/10:classé MH;1997/04/10:classé MH;2016/11/07:inscrit MH,"Peintures murales du 14e siècle décorant la chapelle Saint-Thiébaud de Vasselieu dans l'église (cad. AH 17) : classement par arrêté du 10 mars 1902 - Intérieurs du presbytère (cad. AH 41) , du bâtiment à usage de mairie (cad. AH 76) , du bâtiment à usage d'école (cad. AH 49) , des bâtiments à usage d'habitation (cad. AH 43, 87, 98) ; bâtiments à usage d'habitation (cad. AH 53, 39, 44, 58, 61, 313, 75, 312, 78, 83, 88, 79, 90, 301, 92, 94, 40, 91, 337 à 340, 48, 328, 69, 82) ; bâtiments (cad. AH 38, 89, 54) : inscription par arrêté du 2 septembre 1988 - Eglise, y compris la sacristie (ancienne église) ainsi que le sol de l'ancien cimetière attenant (ancien petit cloître) (cad. AH 77) ; façades et toitures de l'école (cad. AH 49) ainsi que les jardins attenants (cad. AH 50, 51) ; façades et toitures de la mairie ainsi que le sol de la cour attenante (cad. AH 76) ; façades et toitures de l'ancien presbytère (cad. AH 41) ; ancienne salle des Archives située dans le bâtiment cadastré AH 48 ; sol de la grand'cour (voie communale 202) et sol de la cour du cloître (voie communale 203) ainsi que le sol du passage les reliant (cad. non cadastré) ; façades et toitures de l'actuel bâtiment d'accueil (cad. AH 97) ; ancienne cellule d'angle nord-ouest (cad. AH 343, 341, 327) ; bâtiment dit ancienne cuisine de la chartreuse (cad. AH 45) ; façades et toitures des bâtiments à usage d'habitation (cad. AH 43, 98, 87) : classement par arrêté du 10 mai 1995 - Bâtiment abritant l'ancienne cellule du prieur (avec son promenoir et son jardin) ; ancienne bibliothèque (cad. AH 47, 48) : classement par arrêté du 10 avril 1997 ; - La chartreuse en totalité ainsi que les aménagements et parcelles constitutifs de son désert, le tout situé au lieu-dit « Le Bourg » cadastré section AH ; le tout également situé entre les rivières Couzon et Boissieux, inscrits pour les façades et toitures et parcelles d'assiettes, y compris les voies communales n°202 et 203, les chemins ruraux pour les sections la traversant, les croix des deux places, leurs éléments maçonnés ainsi que tout décor ou élément archéologique qui pourrait être découvert au sein de la chartreuse et de son désert, en complément de tous les éléments déjà classés ou inscrits au titre des Monuments Historiques (cad. AH 9, 12 à 14, 16 à 22, 26 à 38, 42, 46, 50 à 52, 55 à 57, 59, 62, 65 à 68, 70 à 72, 80, 81, 84 à 86, 93, 95, 96, 99, 299, 300, 302, 306, 308 à 311, 321, 322, 327, 329 à 336, 341, 342) : inscription par arrêté du 7 novembre 2016",,propriété de la commune ; propriété du département ; propriété d'un établissement public ; propriété d'une association ; propriété privée,,"Chartreuse fondée en 1281 par Béatrix de la Tour. Au 14e siècle, peintures murales dans l'église en l'honneur de l'archidiacre de Lyon, Thibaud de Vassalieu. Au 17e siècle, reconstruction de la chartreuse après incendies et guerres de religion. Chartreux chassés de Sainte-Croix en 1792. L'ancienne chartreuse forme l'essentiel du bourg de la commune de Sainte-Croix-en-Jarez.",,,Anciennement région de : Rhône-Alpes,PA00117593,mediatheque.patrimoine@culture.gouv.fr,,,,42210,Sainte-Croix-en-Jarez,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Cyr-de-Favières,42,2020-11-17,42212,Auvergne-Rhône-Alpes,Loire,Saint-Cyr-de-Favières,Eglise,,15e siècle,1964/01/29 : classé MH,Fresques couvrant l'ancien choeur (cad. A 439) : classement par arrêté du 29 janvier 1964,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117594,mediatheque.patrimoine@culture.gouv.fr,,,,42212,Saint-Cyr-de-Favières,244200630,CC LOIRE RHONE,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Denis-de-Cabanne,42,2021-02-02,42215,Auvergne-Rhône-Alpes,Loire,Saint-Denis-de-Cabanne,Château de Gatellier (également sur commune de Charlieu),,16e siècle;2e quart 18e siècle,1990/06/30 : classé MH,"Château proprement dit ; communs ; pigeonnier ; moulin, y compris sa machinerie ; pont sur le Sornin ; pont sur le bief du moulin (cad. Charlieu AL 31 ; Saint-Denis-de-Cabanne A 17, 18, 20, 25, 747) : classement par arrêté du 30 juin 1990",,propriété privée,,"""Le château est un édifice du 18e siècle, ayant conservé du 16e siècle les deux ailes nord et sud. L'un des grands salons a été orné au 18e siècle d'une suite de tapisseries de Beauvais ""les Fêtes italiennes"" sur cartons de Boucher, vendue au début du 20e siècle (actuellement aux Etats-Unis). Cette tenture était accompagnée d'un mobilier de Delanois actuellement conservé au Louvre. En 1792, le château est pillé, les archives et la bibliothèque brûlées. Le chemin qui conduit au château franchit la rivière sur un beau pont de pierre du 18e siècle à deux arches. Tout près, un bief mène à un moulin à l'abandon, remarquable par sa toiture en carène de navire. Non loin de l'entrée, se dresse un pigeonnier-tour du 18e siècle, couvert d'une coupole en pierre vêtue de petites tuiles, avec un petit lanternon.""",,,Oeuvre sur plusieurs communes : Charlieu. Anciennement région de : Rhône-Alpes,PA00117595,mediatheque.patrimoine@culture.gouv.fr,4.20095436668624,46.1697883310592,"46.1697883310592,4.20095436668624",42215,Saint-Denis-de-Cabanne,200035202,CC du Pays de Charlieu Belmont,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,"Immeuble dénommé "" Les Nouvelles Galeries """,15 rue Gambetta,4e quart 19e siècle,2007/06/27 : inscrit MH,Les façades et toitures ainsi que les piliers en fonte de rez-de-chaussée (cad. ES 2) : inscription par arrêté du 27 juin 2007,Lamaizière Léon (architecte),propriété d'une société privée,,"Léon Lamaizière conçoit l'immeuble en 1894. Le magasin s'agrandit en 1898. C'est l'un des premiers magasins à proposer un système de vente par rayons spécialisés gérés par un chef de rayon. La façade se compose de deux avant-corps et de deux arrières façades. Motifs décoratifs sculptés (guirlandes, chapiteaux, baies). Un incendie a détruit le dôme et l'horloge de la tourelle d'angle. A l'intérieur, l'armature se compose de colonnes en fonte et d'une charpente de type Eiffel.",,Gambetta (rue) 15,Anciennement région de : Rhône-Alpes,PA42000028,mediatheque.patrimoine@culture.gouv.fr,4.38892006047348,45.434088535919,"45.434088535919,4.38892006047348",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,Immeuble Le Grand Cercle,15 place de l'Hôtel-de-Ville ; place Dorian ; rue du Général-Foy,19e siècle,1984/12/21 : inscrit MH partiellement,Façades et toitures ; salle de lecture et grand salon avec leur décor au troisième niveau (cad. EM 1) : inscription par arrêté du 21 décembre 1984,,propriété privée,,,,Hôtel-de-Ville (place de l') 15 ; Dorian (place) ; Général-Foy (rue du),Anciennement région de : Rhône-Alpes,PA00117601,mediatheque.patrimoine@culture.gouv.fr,4.38767941564241,45.4382705191296,"45.4382705191296,4.38767941564241",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,Immeuble,11 rue de la République,milieu 19e siècle,2002/06/03 : inscrit MH,Les façades et les toitures (cad. BW 74) : inscription par arrêté du 3 juin 2002,,propriété privée,,"Les immeubles de négociants sont disposés sur un plan en U de façon à créer sur la cour un nombre d'ouvertures suffisant pour installer un maximum d'ouvrières. Ce type d'immeuble, qui représente les deux tiers du patrimoine bâti de la ville, apparaît au début du 19e siècle et se développe jusqu'en 1914. Les édifices de cette rue appartiennent à la première phase de construction de ce type. Le corps principal du n°11 développe onze travées symétriques et présente trois étages carrés sur un rez-de-chaussée entresolé.",,République (rue de la) 11,Anciennement région de : Rhône-Alpes,PA42000014,mediatheque.patrimoine@culture.gouv.fr,4.39033058840097,45.4390400484877,"45.4390400484877,4.39033058840097",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,"Immeuble dénommé "" Hôtel des Ingénieurs "",",19 rue du Grand-Moulin,1er quart 20e siècle,2007/06/27 : inscrit MH,Les façades et toitures ainsi que la cage d'escalier (cad. EM 109) : inscription par arrêté du 27 juin 2007,,propriété d'une société privée,,"En 1866, 37 anciens élèves de l'Ecole des Mines de Saint-Etienne fondent la Société amicale de Saint-Etienne. Le projet définitif prend forme en 1904. La Société établit un programme de concours prévoyant, dans un rez-de-chaussée monté sur caves indépendantes, des locaux commerciaux et un café-restaurant, ainsi qu'une entrée principale donnant sur un escalier d'honneur desservant les trois étages, un ascenseur et une loge de concierge. L'entresol est destiné à l'annexe des magasins, à la salle à manger et au cercle des élèves. L'étage noble abrite une galerie de fête, un salon, une salle à manger, un petit salon, des vestiaires, un office relié à la cuisine du sous-sol par monte-plats. Les étages supérieurs sont destinés aux bureaux des comités payant un loyer avec antichambre, secrétariat, salles d'archives, salon de lecture, bibliothèque, cabinet du président et salle du conseil. Le prix est décerné aux architectes Godefroi Teisseire et François Clermont. La façade sur l'avenue s'orne de hauts reliefs.",,Grand-Moulin (rue du) 19,Anciennement région de : Rhône-Alpes,PA42000030,mediatheque.patrimoine@culture.gouv.fr,4.38937866048131,45.4371860072987,"45.4371860072987,4.38937866048131",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,Immeuble,5 rue Traversière,1er quart 20e siècle,2007/07/04 : inscrit MH,"L'immeuble et ses parties communes (cad. EM 78, lots 1 à 40) : inscription par arrêté du 4 juillet 2007",,propriété privée,,"Immeuble construit en 1911, développé sur cinq niveaux et rythmé par quatre travées. La première travée est caractérisée, jusqu'à l'avant-dernier niveau, par un bow-window. Les deux travées du centre sont percées de baies rectangulaires surmontées d'arcs de décharge curvilignes décoratifs. La dernière travée est composée de larges baies rectangulaires dont la décoration évolue au fur et à mesure de l'élévation.",,Traversière (rue) 5,Anciennement région de : Rhône-Alpes,PA42000033,mediatheque.patrimoine@culture.gouv.fr,4.39146919727336,45.4375918524798,"45.4375918524798,4.39146919727336",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,Château de Rochetaillée (restes),,12e siècle;16e siècle,1930/04/05 : inscrit MH,Château de Rochetaillée (restes) : inscription par arrêté du 5 avril 1930,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117597,mediatheque.patrimoine@culture.gouv.fr,4.44612188358956,45.4101862449604,"45.4101862449604,4.44612188358956",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,Ancienne condition des Soies,14 rue Elisée-Reclus,1er quart 20e siècle,2002/05/29 : inscrit MH,"Les façades et toitures, l'escalier avec sa cage (cad. BS 69) : inscription par arrêté du 29 mai 2002",LAMAIZIERE Léon (architecte),propriété du département,,"Edifice bâti par Léon et Marcel Lamaizière, dont la construction s'achève en 1910. C'est dans ce lieu que s'effectuent jusqu'en 1962 les opérations techniques et réglementaires propres à la rubanerie : décreusage, conditionnement de la soie dans des conditions réglementées d'humidité pour obtenir le poids marchand du ballot de soie et le titrage. L'institut supérieur du commerce s'y installe de 1969 à 1997. La façade est ornée des courbes de l'art nouveau. La décoration, certainement due à Marcel Lamaizière, intègre les motifs de la rubanerie et du mûrier, aussi bien dans la partie extérieure que dans le fer forgé des fenêtres, de la grille d'entrée et de la rampe d'escalier. La salle de direction, non remaniée, est recouverte de boiseries ; au-dessus des portes, des linteaux en tissu portent des traces de peinture avec des motifs d'oiseau.",,Elisée-Reclus (rue) 14,Anciennement région de : Rhône-Alpes,PA42000015,mediatheque.patrimoine@culture.gouv.fr,4.3821295859107,45.4399043047175,"45.4399043047175,4.3821295859107",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Saint-Etienne,42,2021-02-02,42218,Auvergne-Rhône-Alpes,Loire,Saint-Etienne,Immeuble dit Palais Mimard,5 place Anatole-France,4e quart 19e siècle,1991/04/29 : inscrit MH,Immeuble dit Palais Mimard (cad. ET 53) : inscription par arrêté du 29 avril 1991,LAMAIZIERE Léon (architecte),propriété privée,,,,Anatole-France (place) 5,Anciennement région de : Rhône-Alpes,PA00117701,mediatheque.patrimoine@culture.gouv.fr,4.39006905157643,45.4311495125829,"45.4311495125829,4.39006905157643",42218,Saint-Étienne,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
